user,login_count,after_hours_logins,weekend_logins,unique_computers,device_activity,usb_connections,after_hours_usb,weekend_usb,usb_unique_computers,file_activity,after_hours_files,weekend_files,email_count,after_hours_emails,weekend_emails,attachment_count,web_activity,after_hours_web,weekend_web,O,C,E,A,N
CCC0393,346,166.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3056,466.0,0.0,628,32870,4107.0,0.0,35,30,40,16,26
CCH0182,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012,158.0,0.0,694,10034,1484.0,0.0,42,44,47,23,29
CCH0685,638,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3049,432.0,0.0,2414,32870,4459.0,0.0,47,24,42,34,29
CCL0068,288,140.0,0.0,1,1262.0,633.0,5.0,0.0,1.0,630.0,0.0,0.0,2521,65.0,0.0,827,27464,546.0,0.0,13,16,23,19,23
CCM0136,633,1.0,0.0,2,239.0,120.0,0.0,0.0,1.0,137.0,0.0,0.0,334,10.0,0.0,213,3096,46.0,0.0,16,16,39,40,29
CCM0467,346,155.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,5.0,0.0,142,3460,85.0,0.0,43,40,19,26,25
CCM0855,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5114,179.0,0.0,877,56052,2176.0,0.0,31,24,19,36,29
CCR0863,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5096,279.0,0.0,0,56052,2023.0,0.0,20,30,37,14,29
CCW0031,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4717,257.0,0.0,1904,49478,2715.0,0.0,33,47,30,39,33
CCW0524,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009,0.0,0.0,415,10005,0.0,0.0,40,25,20,21,25
CEB0210,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4610,245.0,0.0,1687,49335,2337.0,0.0,42,24,44,23,34
CEJ0109,318,0.0,0.0,1,1274.0,638.0,3.0,0.0,1.0,679.0,7.0,0.0,2751,150.0,0.0,0,30330,1559.0,0.0,21,46,17,17,32
CEL0561,615,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3001,27.0,0.0,1379,32775,366.0,0.0,40,39,36,19,40
CFG0959,437,361.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338,43.0,0.0,254,3460,466.0,0.0,42,21,24,17,20
CFM0767,682,43.0,0.0,7,745.0,375.0,0.0,0.0,1.0,778.0,0.0,0.0,1005,0.0,0.0,189,10034,161.0,0.0,46,23,22,35,29
CFW0264,60,60.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524,34.0,0.0,0,5700,514.0,0.0,19,32,17,20,27
CGA0629,346,163.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5046,92.0,0.0,0,56052,635.0,0.0,36,35,24,49,28
CGB0637,610,0.0,0.0,1,2155.0,1082.0,280.0,0.0,1.0,2333.0,672.0,0.0,1020,296.0,0.0,550,10034,3051.0,0.0,20,20,15,20,29
CGF0337,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012,193.0,0.0,0,10034,1437.0,0.0,32,30,43,15,31
CHG0146,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4648,0.0,0.0,1865,49478,0.0,0.0,40,20,39,19,35
CHM0821,749,87.0,0.0,3,733.0,368.0,31.0,0.0,1.0,1228.0,138.0,0.0,338,50.0,0.0,273,3460,709.0,0.0,48,11,39,19,23
CIG0052,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3689,0.0,0.0,652,39444,0.0,0.0,17,45,17,16,24
CIM0271,634,350.0,0.0,3,1442.0,725.0,91.0,0.0,1.0,1552.0,148.0,0.0,2991,255.0,0.0,1950,32870,3395.0,0.0,24,27,10,20,38
CIM0926,230,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,276.0,0.0,381,21755,3368.0,0.0,31,25,41,17,31
CJC0494,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5031,0.0,0.0,2003,56052,0.0,0.0,40,39,39,42,42
CJF0802,679,55.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030,0.0,0.0,1738,34600,365.0,0.0,36,39,38,43,21
CJG0470,346,154.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,8.0,0.0,0,3460,85.0,0.0,44,45,22,32,24
CJH0702,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,13.0,0.0,0,3460,159.0,0.0,46,24,30,25,37
CJK0200,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3674,362.0,0.0,0,39444,3526.0,0.0,40,29,24,38,31
CJM0138,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,1.0,0.0,248,3460,41.0,0.0,10,40,21,17,23
CJM0521,464,0.0,113.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1334,0.0,325.0,253,13427,0.0,3277.0,13,18,37,18,24
CJP0952,653,366.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,44.0,0.0,182,3460,532.0,0.0,45,18,25,18,27
CJV0286,617,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006,41.0,0.0,785,10034,417.0,0.0,18,14,17,13,26
CKB0427,346,155.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3029,27.0,0.0,1301,32870,298.0,0.0,38,38,36,43,37
CKB0482,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5036,0.0,0.0,0,56052,0.0,0.0,36,48,37,46,25
CKD0680,346,159.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3045,42.0,0.0,1246,32870,340.0,0.0,18,50,24,18,28
CKH0144,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3015,264.0,0.0,2052,32775,3369.0,0.0,34,22,22,35,30
CKP0721,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,21.0,0.0,0,3460,213.0,0.0,40,39,39,13,32
CLB0774,424,75.0,7.0,1,5966.0,2988.0,61.0,0.0,1.0,7246.0,167.0,0.0,1000,0.0,0.0,522,10034,308.0,0.0,49,23,22,17,31
CLD0894,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011,42.0,0.0,0,10034,475.0,0.0,19,21,50,16,36
CLF0852,737,364.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4988,261.0,0.0,4240,56052,2469.0,0.0,36,45,28,18,26
CLH0703,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,16.0,0.0,61,3460,193.0,0.0,48,41,47,28,29
CLS0296,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336,4.0,0.0,0,3460,39.0,0.0,27,16,25,18,33
CMB0912,860,458.0,140.0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5723,797.0,960.0,3165,60489,7425.0,10010.0,46,43,16,22,31
CMM0487,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5005,0.0,0.0,0,55890,0.0,0.0,39,22,42,40,30
CMS0454,346,170.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336,8.0,0.0,147,3450,67.0,0.0,43,23,28,15,25
CMW0783,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996,0.0,0.0,0,10034,0.0,0.0,21,35,14,16,26
CNB0900,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1007,58.0,0.0,0,10005,513.0,0.0,34,43,38,16,27
CNE0352,346,174.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5950,71.0,0.0,1204,65740,659.0,0.0,39,22,44,15,30
CNM0800,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2994,0.0,0.0,2281,32870,0.0,0.0,32,11,40,38,24
COF0120,298,36.0,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2554,820.0,0.0,1464,29754,8431.0,0.0,14,12,38,13,35
COM0321,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5016,202.0,0.0,0,56052,2491.0,0.0,38,18,34,18,27
CPG0322,503,373.0,0.0,35,258.0,129.0,4.0,0.0,1.0,337.0,6.0,0.0,5012,261.0,0.0,3127,52938,2257.0,0.0,17,13,19,24,36
CQH0701,617,346.0,0.0,1,271.0,137.0,7.0,0.0,1.0,243.0,0.0,0.0,334,16.0,0.0,189,3460,224.0,0.0,35,50,39,50,32
CQH0730,346,162.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5068,46.0,0.0,1005,56052,654.0,0.0,21,18,37,49,27
CQW0652,327,0.0,0.0,1,1330.0,668.0,155.0,0.0,1.0,696.0,181.0,0.0,974,290.0,0.0,0,9603,2815.0,0.0,10,22,48,20,33
CRD0624,50,22.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638,6.0,0.0,140,7290,125.0,0.0,26,22,17,39,32
CRK0916,627,24.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3363,547.0,0.0,695,32870,5505.0,0.0,32,46,26,19,32
CRO0027,642,9.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3037,153.0,0.0,1658,34600,1534.0,0.0,19,30,28,46,26
CRP0456,346,156.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,8.0,0.0,279,3460,85.0,0.0,37,41,28,43,30
CSB0080,346,160.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3715,57.0,0.0,0,39444,396.0,0.0,35,19,39,34,36
CSC0217,467,407.0,0.0,289,4.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1158,125.0,0.0,0,12885,1179.0,0.0,40,15,30,38,28
CSH0626,801,268.0,87.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5340,81.0,520.0,3215,63990,1906.0,6318.0,33,17,41,18,23
CSJ0340,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017,120.0,0.0,356,10034,1341.0,0.0,45,24,19,38,25
CSL0949,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338,23.0,0.0,0,3460,502.0,0.0,36,20,18,25,28
CSP0197,743,2.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3676,258.0,0.0,2139,39444,1781.0,0.0,37,44,17,13,26
CTA0020,639,160.0,0.0,4,5942.0,2977.0,30.0,0.0,1.0,606.0,10.0,0.0,3640,114.0,0.0,2135,37368,734.0,0.0,36,50,11,22,34
CTR0341,996,596.0,277.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467,239.0,425.0,899,14239,2278.0,4147.0,45,39,23,13,28
CTR0697,613,350.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334,19.0,0.0,233,3460,186.0,0.0,36,15,33,25,34
CTW0500,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4974,0.0,0.0,3969,56052,0.0,0.0,38,36,20,35,35
CUD0795,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3023,0.0,0.0,2502,32870,0.0,0.0,12,40,30,44,24
CWB0065,731,364.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2985,399.0,0.0,1451,32775,4401.0,0.0,50,33,14,20,23
CWR0502,696,0.0,0.0,2,694.0,348.0,0.0,0.0,1.0,765.0,0.0,0.0,4677,0.0,0.0,2527,56052,0.0,0.0,41,49,25,45,27
CXC0336,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,154.0,0.0,434,10005,1437.0,0.0,23,19,34,35,34
CYA0506,105,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301,0.0,0.0,0,3045,0.0,0.0,16,17,44,14,31
DAG0558,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2983,60.0,0.0,1054,32870,333.0,0.0,20,16,37,25,26
DAL0673,629,160.0,0.0,3,661.0,331.0,5.0,0.0,1.0,352.0,6.0,0.0,3008,36.0,0.0,1490,34500,351.0,0.0,39,35,46,41,36
DAR0885,58,9.0,17.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,6.0,35.0,60,1073,61.0,348.0,43,43,44,41,25
DBB0384,346,174.0,0.0,1,5932.0,2976.0,16.0,0.0,1.0,8543.0,10.0,0.0,3001,31.0,0.0,648,32870,349.0,0.0,40,41,28,37,27
DBG0261,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3011,143.0,0.0,1000,32870,1550.0,0.0,45,47,17,36,28
DBS0235,374,173.0,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3034,378.0,0.0,657,32870,4006.0,0.0,30,38,18,37,33
DBW0483,345,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5068,0.0,0.0,1862,56052,0.0,0.0,17,16,25,21,37
DCC0160,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6027,849.0,0.0,2160,65740,8853.0,0.0,36,39,33,42,27
DCH0843,294,5.0,1.0,1,46.0,23.0,23.0,5.0,1.0,38.0,38.0,11.0,281,44.0,0.0,113,2891,594.0,1.0,20,31,11,18,36
DDA0476,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5045,0.0,0.0,2182,56052,0.0,0.0,36,25,39,13,39
DDM0579,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,23.0,0.0,0,3460,364.0,0.0,33,45,30,37,26
DEB0782,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004,0.0,0.0,495,10005,0.0,0.0,42,47,32,21,36
DFH0188,702,386.0,0.0,3,807.0,406.0,42.0,0.0,1.0,6281.0,449.0,0.0,1012,148.0,0.0,221,10034,1524.0,0.0,35,40,18,38,24
DFR0218,1357,1216.0,0.0,614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3725,410.0,0.0,752,39354,3502.0,0.0,45,14,22,37,27
DGF0443,346,163.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3007,39.0,0.0,0,32870,336.0,0.0,39,44,18,28,33
DGM0754,29,12.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431,12.0,0.0,0,4698,31.0,0.0,42,18,42,24,24
DGN0480,329,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4798,0.0,0.0,1810,53298,0.0,0.0,21,25,44,20,31
DGW0752,618,168.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4986,68.0,0.0,4103,56052,615.0,0.0,40,46,20,40,14
DHM0937,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3025,435.0,0.0,1085,32870,3528.0,0.0,43,22,21,15,24
DIB0081,340,79.0,0.0,3,989.0,496.0,3.0,0.0,1.0,1580.0,4.0,0.0,1418,42.0,0.0,1125,15390,198.0,0.0,34,45,14,28,33
DIB0285,184,0.0,0.0,1,779.0,391.0,1.0,0.0,1.0,375.0,0.0,0.0,1613,126.0,0.0,618,17596,848.0,0.0,13,45,17,50,29
DIC0988,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3007,405.0,0.0,0,32870,4366.0,0.0,44,30,23,21,32
DID0650,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022,293.0,0.0,0,10005,2879.0,0.0,45,21,17,42,21
DIW0118,739,367.0,0.0,3,1359.0,683.0,69.0,0.0,1.0,1314.0,87.0,0.0,4658,602.0,0.0,2401,49478,6014.0,0.0,37,17,19,37,26
DJB0159,641,348.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6351,835.0,0.0,3361,65550,8527.0,0.0,20,37,27,38,37
DJS0682,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3003,387.0,0.0,0,32870,4208.0,0.0,22,23,36,13,30
DKB0631,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1007,332.0,0.0,486,10034,2929.0,0.0,34,18,14,46,31
DLF0377,346,165.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3025,49.0,0.0,1056,32870,341.0,0.0,39,35,19,27,34
DLH0029,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3040,417.0,0.0,573,32870,4386.0,0.0,36,26,38,18,31
DLM0051,856,458.0,182.0,3,7533.0,3775.0,594.0,757.0,1.0,10673.0,1559.0,2184.0,7573,1179.0,1550.0,4050,82840,12858.0,16720.0,37,37,17,20,35
DLS0383,603,165.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2987,39.0,0.0,2372,31140,301.0,0.0,10,21,12,25,24
DMG0358,1655,907.0,0.0,633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3691,0.0,0.0,2880,39424,0.0,0.0,19,39,14,25,29
DMK0257,715,421.0,6.0,2,1371.0,689.0,38.0,0.0,1.0,1499.0,49.0,0.0,3008,187.0,0.0,2162,32870,1953.0,0.0,33,20,26,26,30
DMM0623,627,164.0,6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5217,96.0,41.0,4034,57510,608.0,486.0,36,27,21,39,30
DOL0332,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008,168.0,0.0,595,10034,1501.0,0.0,32,40,41,18,24
DOP0562,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2986,64.0,0.0,1036,32870,451.0,0.0,42,16,37,39,31
DPM0423,457,174.0,0.0,2,2131.0,1066.0,5.0,0.0,1.0,1403.0,2.0,0.0,3017,92.0,0.0,2215,32870,633.0,0.0,37,38,38,15,27
DPS0262,127,127.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946,67.0,0.0,184,10545,629.0,0.0,20,25,20,14,32
DRR0162,256,256.0,0.0,1,1116.0,559.0,58.0,0.0,1.0,529.0,40.0,0.0,2737,307.0,0.0,1376,29293,3501.0,0.0,45,36,20,36,29
DRR0242,442,212.0,94.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3836,104.0,809.0,728,39600,712.0,8460.0,39,19,40,41,33
DSB0731,346,170.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4936,56.0,0.0,1719,56052,588.0,0.0,26,15,40,43,30
DSM0591,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338,31.0,0.0,0,3460,356.0,0.0,20,35,18,43,35
DTP0379,670,158.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3311,58.0,0.0,1989,32775,326.0,0.0,45,42,15,37,27
DTT0076,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6019,325.0,0.0,0,65740,2826.0,0.0,42,16,34,24,28
DVM0265,398,367.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3022,309.0,0.0,1543,34600,3281.0,0.0,47,40,10,24,31
DVW0103,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3049,271.0,0.0,0,32870,3419.0,0.0,40,45,44,21,29
DZC0228,346,147.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3032,369.0,0.0,670,32870,4094.0,0.0,37,37,34,21,38
EAH0466,65,16.0,0.0,3,30.0,15.0,0.0,0.0,1.0,358.0,0.0,0.0,34,1.0,0.0,19,350,10.0,0.0,41,38,29,38,25
EBC0390,346,152.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3018,39.0,0.0,0,32870,392.0,0.0,40,40,40,22,33
ECF0828,211,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,36.0,0.0,0,2110,432.0,0.0,40,49,39,40,35
ECL0930,617,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3041,358.0,0.0,1957,32870,4072.0,0.0,28,24,40,18,29
ECR0822,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339,51.0,0.0,0,3460,648.0,0.0,16,19,17,23,29
EDA0684,44,6.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304,52.0,0.0,234,3325,506.0,0.0,38,42,40,39,33
EDB0714,242,242.0,0.0,1,1070.0,535.0,15.0,0.0,1.0,526.0,6.0,0.0,255,11.0,0.0,140,2548,132.0,0.0,21,23,35,26,29
EFS0882,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009,65.0,0.0,0,10034,501.0,0.0,40,40,47,25,27
EGD0132,189,0.0,0.0,1,833.0,420.0,0.0,0.0,1.0,399.0,0.0,0.0,195,3.0,0.0,38,2037,26.0,0.0,37,38,33,15,22
EGD0409,248,64.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1239,21.0,0.0,623,13300,206.0,0.0,39,40,22,35,33
EGK0893,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997,36.0,0.0,175,10034,499.0,0.0,21,30,11,47,27
EHB0420,991,288.0,189.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3767,108.0,703.0,2107,38880,1153.0,7200.0,45,42,38,17,20
EHB0824,164,5.0,0.0,1,26.0,13.0,13.0,0.0,1.0,14.0,14.0,0.0,153,14.0,0.0,32,1594,323.0,0.0,46,39,22,44,31
EHD0584,401,13.0,1.0,3,14.0,7.0,7.0,1.0,1.0,11.0,11.0,0.0,208,15.0,0.0,139,1893,209.0,2.0,38,40,42,43,22
EHR0096,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3019,237.0,0.0,0,32870,3046.0,0.0,22,13,20,48,31
EIM0156,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3014,371.0,0.0,2086,32870,4067.0,0.0,19,31,43,45,33
EIP0997,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3017,407.0,0.0,0,32870,4475.0,0.0,42,28,20,25,34
EIS0041,1661,1243.0,0.0,622,2644.0,1323.0,899.0,0.0,607.0,3676.0,2266.0,0.0,3287,349.0,0.0,1999,39270,3925.0,0.0,41,44,17,48,30
EJW0884,345,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026,50.0,0.0,184,10034,493.0,0.0,46,20,32,26,31
ELB0847,381,22.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336,57.0,0.0,92,3450,681.0,0.0,12,17,16,19,28
ELH0960,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333,41.0,0.0,0,3460,495.0,0.0,40,43,26,41,22
ELT0769,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004,0.0,0.0,0,10034,0.0,0.0,19,20,20,27,35
EMB0531,619,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990,0.0,0.0,770,10034,0.0,0.0,31,41,31,36,36
EMS0317,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4965,303.0,0.0,1661,56052,2523.0,0.0,15,21,44,10,31
EMW0105,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3646,171.0,0.0,0,39216,1679.0,0.0,35,40,17,41,34
EMW0772,361,0.0,0.0,3,260.0,130.0,0.0,0.0,1.0,181.0,0.0,0.0,998,0.0,0.0,240,10034,0.0,0.0,46,41,20,12,28
ENC0234,483,125.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2268,325.0,0.0,434,24605,3163.0,0.0,21,23,32,19,23
ENL0100,346,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3029,299.0,0.0,1016,32870,3412.0,0.0,39,18,42,35,21
EPW0434,346,167.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3053,35.0,0.0,980,32870,361.0,0.0,32,36,38,22,33
ERH0449,346,166.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,6.0,0.0,0,3450,81.0,0.0,44,15,35,17,25
ESA0642,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004,276.0,0.0,0,10034,2919.0,0.0,32,14,44,30,32
ESH0135,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327,0.0,0.0,239,3460,54.0,0.0,35,22,32,44,28
ESH0283,381,8.0,0.0,35,277.0,139.0,2.0,0.0,1.0,2646.0,31.0,0.0,3049,173.0,0.0,1499,32870,1405.0,0.0,44,30,35,18,31
ESJ0670,515,211.0,129.0,3,366.0,185.0,3.0,40.0,1.0,3303.0,12.0,690.0,4582,72.0,1159.0,911,44650,457.0,11305.0,42,31,15,40,24
ESR0693,192,1.0,0.0,2,391.0,198.0,14.0,0.0,1.0,509.0,21.0,0.0,1475,183.0,0.0,1121,16055,1881.0,0.0,35,23,25,21,31
ETR0177,346,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3711,394.0,0.0,0,39330,3874.0,0.0,18,15,41,26,39
ETR0428,417,163.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3034,68.0,0.0,1623,34600,394.0,0.0,36,21,40,20,20
EWH0191,613,346.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4649,469.0,0.0,3413,49478,4863.0,0.0,33,17,22,23,27
EZH0736,346,160.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4974,69.0,0.0,1030,56052,492.0,0.0,44,41,37,19,31
EZT0640,733,56.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015,289.0,0.0,854,10034,2980.0,0.0,12,15,27,39,27
FAW0032,354,350.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4723,528.0,0.0,1672,49478,4424.0,0.0,43,24,17,37,37
