id,date,user,pc,activity
LGN0000354,01/12/2026 17:25:03,USR0002,PC-USR0002-01,Logoff
LGN0000355,01/12/2026 09:44:50,USR0003,PC-USR0003-01,Logon
LGN0000356,01/12/2026 18:16:38,USR0003,PC-USR0003-01,Logoff
LGN0000357,01/12/2026 08:39:48,USR0004,PC-USR0004-01,Logon
LGN0000358,01/12/2026 17:13:53,USR0004,PC-USR0004-01,Logoff
LGN0000359,01/12/2026 09:49:05,USR0005,PC-USR0005-01,Logon
LGN0000360,01/12/2026 17:10:02,USR0005,PC-USR0005-01,Logoff
LGN0000361,01/12/2026 09:33:30,USR0006,PC-USR0006-01,Logon
LGN0000362,01/12/2026 18:21:18,USR0006,PC-USR0006-01,Logoff
LGN0000363,01/12/2026 08:42:26,USR0007,PC-USR0007-01,Logon
LGN0000364,01/12/2026 17:15:14,USR0007,PC-USR0007-01,Logoff
LGN0000365,01/12/2026 08:28:41,USR0008,PC-USR0008-01,Logon
LGN0000366,01/12/2026 18:00:31,USR0008,PC-USR0008-01,Logoff
LGN0000367,01/12/2026 08:26:20,USR0009,PC-USR0009-01,Logon
LGN0000368,01/12/2026 18:05:05,USR0009,PC-USR0009-01,Logoff
LGN0000369,01/12/2026 09:40:33,USR0010,PC-USR0010-01,Logon
LGN0000370,01/12/2026 18:21:44,USR0010,PC-USR0010-01,Logoff
LGN0000371,01/12/2026 08:23:51,USR0011,PC-USR0011-01,Logon
LGN0000372,01/12/2026 17:12:21,USR0011,PC-USR0011-01,Logoff
LGN0000373,01/12/2026 08:44:54,USR0012,PC-USR0012-01,Logon
LGN0000374,01/12/2026 17:23:24,USR0012,PC-USR0012-01,Logoff
LGN0000375,01/12/2026 08:25:15,USR0013,PC-USR0013-01,Logon
LGN0000376,01/12/2026 18:00:02,USR0013,PC-USR0013-01,Logoff
LGN0000377,01/12/2026 09:15:52,USR0014,PC-USR0014-01,Logon
LGN0000378,01/12/2026 18:20:49,USR0014,PC-USR0014-01,Logoff
LGN0000379,01/12/2026 08:48:47,USR0015,PC-USR0015-01,Logon
LGN0000380,01/12/2026 17:21:42,USR0015,PC-USR0015-01,Logoff
LGN0000381,01/12/2026 08:16:57,USR0016,PC-USR0016-01,Logon
LGN0000382,01/12/2026 17:12:30,USR0016,PC-USR0016-01,Logoff
LGN0000383,01/12/2026 08:26:19,USR0017,PC-USR0017-01,Logon
LGN0000384,01/12/2026 17:08:45,USR0017,PC-USR0017-01,Logoff
LGN0000385,01/12/2026 08:40:19,USR0018,PC-USR0018-01,Logon
LGN0000386,01/12/2026 18:21:28,USR0018,PC-USR0018-01,Logoff
LGN0000387,01/12/2026 08:33:46,USR0019,PC-USR0019-01,Logon
LGN0000388,01/12/2026 18:01:29,USR0019,PC-USR0019-01,Logoff
LGN0000389,01/12/2026 09:18:03,USR0020,PC-USR0020-01,Logon
LGN0000390,01/12/2026 17:07:14,USR0020,PC-USR0020-01,Logoff
LGN0000391,01/12/2026 08:32:03,USR0021,PC-USR0021-01,Logon
LGN0000392,01/12/2026 17:26:17,USR0021,PC-USR0021-01,Logoff
LGN0000393,01/12/2026 08:40:15,USR0022,PC-USR0022-01,Logon
LGN0000394,01/12/2026 17:28:32,USR0022,PC-USR0022-01,Logoff
LGN0000395,01/12/2026 08:18:32,USR0023,PC-USR0023-01,Logon
LGN0000396,01/12/2026 18:22:09,USR0023,PC-USR0023-01,Logoff
LGN0000397,01/12/2026 09:55:41,USR0024,PC-USR0024-01,Logon
LGN0000398,01/12/2026 17:06:51,USR0024,PC-USR0024-01,Logoff
LGN0000399,01/12/2026 09:44:57,USR0025,PC-USR0025-01,Logon
LGN0000400,01/12/2026 17:13:53,USR0025,PC-USR0025-01,Logoff
LGN0000401,01/13/2026 08:51:48,AAE0190,PC-AAE0190-01,Logon
LGN0000402,01/13/2026 18:01:27,AAE0190,PC-AAE0190-01,Logoff
LGN0000403,01/13/2026 08:50:00,USR0002,PC-USR0002-01,Logon
LGN0000404,01/13/2026 18:19:37,USR0002,PC-USR0002-01,Logoff
LGN0000405,01/13/2026 08:21:58,USR0003,PC-USR0003-01,Logon
LGN0000406,01/13/2026 18:25:09,USR0003,PC-USR0003-01,Logoff
LGN0000407,01/13/2026 08:49:05,USR0004,PC-USR0004-01,Logon
LGN0000408,01/13/2026 18:15:07,USR0004,PC-USR0004-01,Logoff
LGN0000409,01/13/2026 09:53:18,USR0005,PC-USR0005-01,Logon
LGN0000410,01/13/2026 18:06:55,USR0005,PC-USR0005-01,Logoff
LGN0000411,01/13/2026 09:47:15,USR0006,PC-USR0006-01,Logon
LGN0000412,01/13/2026 18:29:57,USR0006,PC-USR0006-01,Logoff
LGN0000413,01/13/2026 09:52:16,USR0007,PC-USR0007-01,Logon
LGN0000414,01/13/2026 18:00:29,USR0007,PC-USR0007-01,Logoff
LGN0000415,01/13/2026 08:44:31,USR0008,PC-USR0008-01,Logon
LGN0000416,01/13/2026 17:06:49,USR0008,PC-USR0008-01,Logoff
LGN0000417,01/13/2026 09:29:06,USR0009,PC-USR0009-01,Logon
LGN0000418,01/13/2026 18:15:13,USR0009,PC-USR0009-01,Logoff
LGN0000419,01/13/2026 09:24:29,USR0010,PC-USR0010-01,Logon
LGN0000420,01/13/2026 18:21:56,USR0010,PC-USR0010-01,Logoff
LGN0000421,01/13/2026 09:25:19,USR0011,PC-USR0011-01,Logon
LGN0000422,01/13/2026 18:24:43,USR0011,PC-USR0011-01,Logoff
LGN0000423,01/13/2026 08:47:52,USR0012,PC-USR0012-01,Logon
LGN0000424,01/13/2026 18:16:47,USR0012,PC-USR0012-01,Logoff
LGN0000425,01/13/2026 08:39:06,USR0013,PC-USR0013-01,Logon
LGN0000426,01/13/2026 18:26:26,USR0013,PC-USR0013-01,Logoff
LGN0000427,01/13/2026 08:42:09,USR0014,PC-USR0014-01,Logon
LGN0000428,01/13/2026 17:18:09,USR0014,PC-USR0014-01,Logoff
LGN0000429,01/13/2026 08:27:48,USR0015,PC-USR0015-01,Logon
LGN0000430,01/13/2026 17:10:33,USR0015,PC-USR0015-01,Logoff
LGN0000431,01/13/2026 08:45:19,USR0016,PC-USR0016-01,Logon
LGN0000432,01/13/2026 18:10:44,USR0016,PC-USR0016-01,Logoff
LGN0000433,01/13/2026 09:42:21,USR0017,PC-USR0017-01,Logon
LGN0000434,01/13/2026 17:19:55,USR0017,PC-USR0017-01,Logoff
LGN0000435,01/13/2026 09:48:24,USR0018,PC-USR0018-01,Logon
LGN0000436,01/13/2026 18:13:32,USR0018,PC-USR0018-01,Logoff
LGN0000437,01/13/2026 08:49:30,USR0019,PC-USR0019-01,Logon
LGN0000438,01/13/2026 17:28:20,USR0019,PC-USR0019-01,Logoff
LGN0000439,01/13/2026 09:20:52,USR0020,PC-USR0020-01,Logon
LGN0000440,01/13/2026 18:19:04,USR0020,PC-USR0020-01,Logoff
LGN0000441,01/13/2026 08:44:06,USR0021,PC-USR0021-01,Logon
LGN0000442,01/13/2026 17:28:18,USR0021,PC-USR0021-01,Logoff
LGN0000443,01/13/2026 08:30:08,USR0022,PC-USR0022-01,Logon
LGN0000444,01/13/2026 17:15:57,USR0022,PC-USR0022-01,Logoff
LGN0000445,01/13/2026 09:19:06,USR0023,PC-USR0023-01,Logon
LGN0000446,01/13/2026 17:13:18,USR0023,PC-USR0023-01,Logoff
LGN0000447,01/13/2026 08:16:15,USR0024,PC-USR0024-01,Logon
LGN0000448,01/13/2026 17:23:13,USR0024,PC-USR0024-01,Logoff
LGN0000449,01/13/2026 08:53:51,USR0025,PC-USR0025-01,Logon
LGN0000450,01/13/2026 17:14:30,USR0025,PC-USR0025-01,Logoff
LGN0000451,01/14/2026 09:33:46,AAE0190,PC-AAE0190-01,Logon
LGN0000452,01/14/2026 18:09:06,AAE0190,PC-AAE0190-01,Logoff
LGN0000453,01/14/2026 08:38:36,USR0002,PC-USR0002-01,Logon
LGN0000454,01/14/2026 18:25:27,USR0002,PC-USR0002-01,Logoff
LGN0000455,01/14/2026 08:32:15,USR0003,PC-USR0003-01,Logon
LGN0000456,01/14/2026 17:03:19,USR0003,PC-USR0003-01,Logoff
LGN0000457,01/14/2026 08:19:47,USR0004,PC-USR0004-01,Logon
LGN0000458,01/14/2026 18:09:19,USR0004,PC-USR0004-01,Logoff
LGN0000459,01/14/2026 08:35:16,USR0005,PC-USR0005-01,Logon
LGN0000460,01/14/2026 17:03:32,USR0005,PC-USR0005-01,Logoff
LGN0000461,01/14/2026 08:20:40,USR0006,PC-USR0006-01,Logon
LGN0000462,01/14/2026 17:03:42,USR0006,PC-USR0006-01,Logoff
LGN0000463,01/14/2026 08:37:04,USR0007,PC-USR0007-01,Logon
LGN0000464,01/14/2026 18:13:15,USR0007,PC-USR0007-01,Logoff
LGN0000465,01/14/2026 09:28:18,USR0008,PC-USR0008-01,Logon
LGN0000466,01/14/2026 17:11:27,USR0008,PC-USR0008-01,Logoff
LGN0000467,01/14/2026 08:35:33,USR0009,PC-USR0009-01,Logon
LGN0000468,01/14/2026 18:27:09,USR0009,PC-USR0009-01,Logoff
LGN0000469,01/14/2026 09:37:25,USR0010,PC-USR0010-01,Logon
LGN0000470,01/14/2026 18:10:02,USR0010,PC-USR0010-01,Logoff
LGN0000471,01/14/2026 08:52:53,USR0011,PC-USR0011-01,Logon
LGN0000472,01/14/2026 17:11:02,USR0011,PC-USR0011-01,Logoff
LGN0000473,01/14/2026 08:24:16,USR0012,PC-USR0012-01,Logon
LGN0000474,01/14/2026 17:03:50,USR0012,PC-USR0012-01,Logoff
LGN0000475,01/14/2026 08:52:32,USR0013,PC-USR0013-01,Logon
LGN0000476,01/14/2026 17:30:13,USR0013,PC-USR0013-01,Logoff
LGN0000477,01/14/2026 08:24:58,USR0014,PC-USR0014-01,Logon
LGN0000478,01/14/2026 17:14:00,USR0014,PC-USR0014-01,Logoff
LGN0000479,01/14/2026 09:25:33,USR0015,PC-USR0015-01,Logon
LGN0000480,01/14/2026 18:15:18,USR0015,PC-USR0015-01,Logoff
LGN0000481,01/14/2026 08:22:09,USR0016,PC-USR0016-01,Logon
LGN0000482,01/14/2026 17:01:21,USR0016,PC-USR0016-01,Logoff
LGN0000483,01/14/2026 08:31:44,USR0017,PC-USR0017-01,Logon
LGN0000484,01/14/2026 18:19:15,USR0017,PC-USR0017-01,Logoff
LGN0000485,01/14/2026 09:24:15,USR0018,PC-USR0018-01,Logon
LGN0000486,01/14/2026 17:01:59,USR0018,PC-USR0018-01,Logoff
LGN0000487,01/14/2026 09:55:05,USR0019,PC-USR0019-01,Logon
LGN0000488,01/14/2026 18:03:40,USR0019,PC-USR0019-01,Logoff
LGN0000489,01/14/2026 09:54:46,USR0020,PC-USR0020-01,Logon
LGN0000490,01/14/2026 18:26:35,USR0020,PC-USR0020-01,Logoff
LGN0000491,01/14/2026 08:19:59,USR0021,PC-USR0021-01,Logon
LGN0000492,01/14/2026 17:00:11,USR0021,PC-USR0021-01,Logoff
LGN0000493,01/14/2026 09:50:52,USR0022,PC-USR0022-01,Logon
LGN0000494,01/14/2026 18:17:23,USR0022,PC-USR0022-01,Logoff
LGN0000495,01/14/2026 08:28:44,USR0023,PC-USR0023-01,Logon
LGN0000496,01/14/2026 17:29:09,USR0023,PC-USR0023-01,Logoff
LGN0000497,01/14/2026 09:15:56,USR0024,PC-USR0024-01,Logon
LGN0000498,01/14/2026 18:01:02,USR0024,PC-USR0024-01,Logoff
LGN0000499,01/14/2026 08:41:47,USR0025,PC-USR0025-01,Logon
LGN0000500,01/14/2026 17:26:59,USR0025,PC-USR0025-01,Logoff
LGN0000501,01/15/2026 08:21:23,AAE0190,PC-AAE0190-01,Logon
LGN0000502,01/15/2026 17:13:45,AAE0190,PC-AAE0190-01,Logoff
LGN0000503,01/15/2026 09:26:07,USR0002,PC-USR0002-01,Logon
LGN0000504,01/15/2026 18:29:54,USR0002,PC-USR0002-01,Logoff
LGN0000505,01/15/2026 08:39:48,USR0003,PC-USR0003-01,Logon
LGN0000506,01/15/2026 18:28:03,USR0003,PC-USR0003-01,Logoff
LGN0000507,01/15/2026 08:54:53,USR0004,PC-USR0004-01,Logon
LGN0000508,01/15/2026 18:17:10,USR0004,PC-USR0004-01,Logoff
LGN0000509,01/15/2026 09:20:37,USR0005,PC-USR0005-01,Logon
LGN0000510,01/15/2026 18:14:14,USR0005,PC-USR0005-01,Logoff
LGN0000511,01/15/2026 09:42:11,USR0006,PC-USR0006-01,Logon
LGN0000512,01/15/2026 18:19:38,USR0006,PC-USR0006-01,Logoff
LGN0000513,01/15/2026 09:45:19,USR0007,PC-USR0007-01,Logon
LGN0000514,01/15/2026 18:04:03,USR0007,PC-USR0007-01,Logoff
LGN0000515,01/15/2026 09:43:49,USR0008,PC-USR0008-01,Logon
LGN0000516,01/15/2026 17:26:54,USR0008,PC-USR0008-01,Logoff
LGN0000517,01/15/2026 08:22:50,USR0009,PC-USR0009-01,Logon
LGN0000518,01/15/2026 17:06:53,USR0009,PC-USR0009-01,Logoff
LGN0000519,01/15/2026 09:45:42,USR0010,PC-USR0010-01,Logon
LGN0000520,01/15/2026 17:20:09,USR0010,PC-USR0010-01,Logoff
LGN0000521,01/15/2026 08:48:39,USR0011,PC-USR0011-01,Logon
LGN0000522,01/15/2026 17:22:17,USR0011,PC-USR0011-01,Logoff
LGN0000523,01/15/2026 08:36:47,USR0012,PC-USR0012-01,Logon
LGN0000524,01/15/2026 18:30:12,USR0012,PC-USR0012-01,Logoff
LGN0000525,01/15/2026 08:26:16,USR0013,PC-USR0013-01,Logon
LGN0000526,01/15/2026 17:29:30,USR0013,PC-USR0013-01,Logoff
LGN0000527,01/15/2026 09:39:24,USR0014,PC-USR0014-01,Logon
LGN0000528,01/15/2026 18:29:51,USR0014,PC-USR0014-01,Logoff
LGN0000529,01/15/2026 09:48:42,USR0015,PC-USR0015-01,Logon
LGN0000530,01/15/2026 17:28:20,USR0015,PC-USR0015-01,Logoff
LGN0000531,01/15/2026 08:23:07,USR0016,PC-USR0016-01,Logon
LGN0000532,01/15/2026 17:16:27,USR0016,PC-USR0016-01,Logoff
LGN0000533,01/15/2026 08:27:05,USR0017,PC-USR0017-01,Logon
LGN0000534,01/15/2026 17:18:28,USR0017,PC-USR0017-01,Logoff
LGN0000535,01/15/2026 08:32:04,USR0018,PC-USR0018-01,Logon
LGN0000536,01/15/2026 18:11:25,USR0018,PC-USR0018-01,Logoff
LGN0000537,01/15/2026 09:36:46,USR0019,PC-USR0019-01,Logon
LGN0000538,01/15/2026 17:27:37,USR0019,PC-USR0019-01,Logoff
LGN0000539,01/15/2026 09:53:09,USR0020,PC-USR0020-01,Logon
LGN0000540,01/15/2026 17:24:54,USR0020,PC-USR0020-01,Logoff
LGN0000541,01/15/2026 08:34:52,USR0021,PC-USR0021-01,Logon
LGN0000542,01/15/2026 17:11:45,USR0021,PC-USR0021-01,Logoff
LGN0000543,01/15/2026 08:39:44,USR0022,PC-USR0022-01,Logon
LGN0000544,01/15/2026 17:02:29,USR0022,PC-USR0022-01,Logoff
LGN0000545,01/15/2026 09:34:21,USR0023,PC-USR0023-01,Logon
LGN0000546,01/15/2026 18:07:17,USR0023,PC-USR0023-01,Logoff
LGN0000547,01/15/2026 08:45:03,USR0024,PC-USR0024-01,Logon
LGN0000548,01/15/2026 18:17:57,USR0024,PC-USR0024-01,Logoff
LGN0000549,01/15/2026 09:30:13,USR0025,PC-USR0025-01,Logon
LGN0000550,01/15/2026 17:17:40,USR0025,PC-USR0025-01,Logoff
LGN0000551,01/16/2026 08:33:08,AAE0190,PC-AAE0190-01,Logon
LGN0000552,01/16/2026 17:25:40,AAE0190,PC-AAE0190-01,Logoff
LGN0000553,01/16/2026 09:44:44,USR0002,PC-USR0002-01,Logon
LGN0000554,01/16/2026 17:23:40,USR0002,PC-USR0002-01,Logoff
LGN0000555,01/16/2026 09:28:09,USR0003,PC-USR0003-01,Logon
LGN0000556,01/16/2026 17:00:03,USR0003,PC-USR0003-01,Logoff
LGN0000557,01/16/2026 08:54:55,USR0004,PC-USR0004-01,Logon
LGN0000558,01/16/2026 17:27:05,USR0004,PC-USR0004-01,Logoff
LGN0000559,01/16/2026 09:37:08,USR0005,PC-USR0005-01,Logon
LGN0000560,01/16/2026 17:08:13,USR0005,PC-USR0005-01,Logoff
LGN0000561,01/16/2026 09:31:57,USR0006,PC-USR0006-01,Logon
LGN0000562,01/16/2026 18:11:53,USR0006,PC-USR0006-01,Logoff
LGN0000563,01/16/2026 08:44:04,USR0007,PC-USR0007-01,Logon
LGN0000564,01/16/2026 17:17:16,USR0007,PC-USR0007-01,Logoff
LGN0000565,01/16/2026 09:31:43,USR0008,PC-USR0008-01,Logon
LGN0000566,01/16/2026 17:16:03,USR0008,PC-USR0008-01,Logoff
LGN0000567,01/16/2026 09:38:33,USR0009,PC-USR0009-01,Logon
LGN0000568,01/16/2026 18:23:59,USR0009,PC-USR0009-01,Logoff
LGN0000569,01/16/2026 08:47:04,USR0010,PC-USR0010-01,Logon
LGN0000570,01/16/2026 17:05:57,USR0010,PC-USR0010-01,Logoff
LGN0000571,01/16/2026 08:25:47,USR0011,PC-USR0011-01,Logon
LGN0000572,01/16/2026 17:16:52,USR0011,PC-USR0011-01,Logoff
LGN0000573,01/16/2026 08:31:28,USR0012,PC-USR0012-01,Logon
LGN0000574,01/16/2026 17:09:55,USR0012,PC-USR0012-01,Logoff
LGN0000575,01/16/2026 08:32:08,USR0013,PC-USR0013-01,Logon
LGN0000576,01/16/2026 18:20:51,USR0013,PC-USR0013-01,Logoff
LGN0000577,01/16/2026 09:15:18,USR0014,PC-USR0014-01,Logon
LGN0000578,01/16/2026 18:09:52,USR0014,PC-USR0014-01,Logoff
LGN0000579,01/16/2026 09:30:31,USR0015,PC-USR0015-01,Logon
LGN0000580,01/16/2026 18:07:52,USR0015,PC-USR0015-01,Logoff
LGN0000581,01/16/2026 08:39:12,USR0016,PC-USR0016-01,Logon
LGN0000582,01/16/2026 17:08:21,USR0016,PC-USR0016-01,Logoff
LGN0000583,01/16/2026 08:34:42,USR0017,PC-USR0017-01,Logon
LGN0000584,01/16/2026 17:10:57,USR0017,PC-USR0017-01,Logoff
LGN0000585,01/16/2026 09:35:00,USR0018,PC-USR0018-01,Logon
LGN0000586,01/16/2026 18:03:05,USR0018,PC-USR0018-01,Logoff
LGN0000587,01/16/2026 08:20:04,USR0019,PC-USR0019-01,Logon
LGN0000588,01/16/2026 17:27:12,USR0019,PC-USR0019-01,Logoff
LGN0000589,01/16/2026 08:45:05,USR0020,PC-USR0020-01,Logon
LGN0000590,01/16/2026 17:04:01,USR0020,PC-USR0020-01,Logoff
LGN0000591,01/16/2026 08:48:28,USR0021,PC-USR0021-01,Logon
LGN0000592,01/16/2026 18:21:14,USR0021,PC-USR0021-01,Logoff
LGN0000593,01/16/2026 08:29:06,USR0022,PC-USR0022-01,Logon
LGN0000594,01/16/2026 17:25:05,USR0022,PC-USR0022-01,Logoff
LGN0000595,01/16/2026 09:22:45,USR0023,PC-USR0023-01,Logon
LGN0000596,01/16/2026 18:11:32,USR0023,PC-USR0023-01,Logoff
LGN0000597,01/16/2026 09:41:25,USR0024,PC-USR0024-01,Logon
LGN0000598,01/16/2026 18:07:12,USR0024,PC-USR0024-01,Logoff
LGN0000599,01/16/2026 08:51:51,USR0025,PC-USR0025-01,Logon
LGN0000600,01/16/2026 17:16:22,USR0025,PC-USR0025-01,Logoff
LGN0000601,01/19/2026 09:21:57,AAE0190,PC-AAE0190-01,Logon
LGN0000602,01/19/2026 18:24:26,AAE0190,PC-AAE0190-01,Logoff
LGN0000603,01/19/2026 08:48:53,USR0002,PC-USR0002-01,Logon
LGN0000604,01/19/2026 18:28:35,USR0002,PC-USR0002-01,Logoff
LGN0000605,01/19/2026 09:52:01,USR0003,PC-USR0003-01,Logon
LGN0000606,01/19/2026 17:14:37,USR0003,PC-USR0003-01,Logoff
LGN0000607,01/19/2026 09:18:26,USR0004,PC-USR0004-01,Logon
LGN0000608,01/19/2026 17:12:28,USR0004,PC-USR0004-01,Logoff
LGN0000609,01/19/2026 09:44:12,USR0005,PC-USR0005-01,Logon
LGN0000610,01/19/2026 18:16:34,USR0005,PC-USR0005-01,Logoff
LGN0000611,01/19/2026 08:35:36,USR0006,PC-USR0006-01,Logon
LGN0000612,01/19/2026 18:00:54,USR0006,PC-USR0006-01,Logoff
LGN0000613,01/19/2026 08:39:25,USR0007,PC-USR0007-01,Logon
LGN0000614,01/19/2026 17:02:51,USR0007,PC-USR0007-01,Logoff
LGN0000615,01/19/2026 08:35:12,USR0008,PC-USR0008-01,Logon
LGN0000616,01/19/2026 18:20:27,USR0008,PC-USR0008-01,Logoff
LGN0000617,01/19/2026 09:19:26,USR0009,PC-USR0009-01,Logon
LGN0000618,01/19/2026 17:21:53,USR0009,PC-USR0009-01,Logoff
LGN0000619,01/19/2026 08:35:17,USR0010,PC-USR0010-01,Logon
LGN0000620,01/19/2026 17:16:59,USR0010,PC-USR0010-01,Logoff
LGN0000621,01/19/2026 08:52:54,USR0011,PC-USR0011-01,Logon
LGN0000622,01/19/2026 18:23:43,USR0011,PC-USR0011-01,Logoff
LGN0000623,01/19/2026 08:16:51,USR0012,PC-USR0012-01,Logon
LGN0000624,01/19/2026 17:11:13,USR0012,PC-USR0012-01,Logoff
LGN0000625,01/19/2026 09:33:34,USR0013,PC-USR0013-01,Logon
LGN0000626,01/19/2026 18:12:50,USR0013,PC-USR0013-01,Logoff
LGN0000627,01/19/2026 09:32:47,USR0014,PC-USR0014-01,Logon
LGN0000628,01/19/2026 17:04:01,USR0014,PC-USR0014-01,Logoff
LGN0000629,01/19/2026 09:49:37,USR0015,PC-USR0015-01,Logon
LGN0000630,01/19/2026 18:28:29,USR0015,PC-USR0015-01,Logoff
LGN0000631,01/19/2026 08:15:54,USR0016,PC-USR0016-01,Logon
LGN0000632,01/19/2026 17:10:30,USR0016,PC-USR0016-01,Logoff
LGN0000633,01/19/2026 09:21:58,USR0017,PC-USR0017-01,Logon
LGN0000634,01/19/2026 18:08:57,USR0017,PC-USR0017-01,Logoff
LGN0000635,01/19/2026 08:46:24,USR0018,PC-USR0018-01,Logon
LGN0000636,01/19/2026 17:28:49,USR0018,PC-USR0018-01,Logoff
LGN0000637,01/19/2026 09:45:32,USR0019,PC-USR0019-01,Logon
LGN0000638,01/19/2026 17:22:54,USR0019,PC-USR0019-01,Logoff
LGN0000639,01/19/2026 09:33:51,USR0020,PC-USR0020-01,Logon
LGN0000640,01/19/2026 18:11:32,USR0020,PC-USR0020-01,Logoff
LGN0000641,01/19/2026 09:52:05,USR0021,PC-USR0021-01,Logon
LGN0000642,01/19/2026 18:00:30,USR0021,PC-USR0021-01,Logoff
LGN0000643,01/19/2026 08:16:21,USR0022,PC-USR0022-01,Logon
LGN0000644,01/19/2026 18:26:13,USR0022,PC-USR0022-01,Logoff
LGN0000645,01/19/2026 09:31:26,USR0023,PC-USR0023-01,Logon
LGN0000646,01/19/2026 17:24:17,USR0023,PC-USR0023-01,Logoff
LGN0000647,01/19/2026 08:40:33,USR0024,PC-USR0024-01,Logon
LGN0000648,01/19/2026 17:02:13,USR0024,PC-USR0024-01,Logoff
LGN0000649,01/19/2026 08:49:36,USR0025,PC-USR0025-01,Logon
LGN0000650,01/19/2026 17:20:30,USR0025,PC-USR0025-01,Logoff
LGN0000651,01/20/2026 08:22:02,AAE0190,PC-AAE0190-01,Logon
LGN0000652,01/20/2026 18:30:36,AAE0190,PC-AAE0190-01,Logoff
LGN0000653,01/20/2026 09:29:22,USR0002,PC-USR0002-01,Logon
LGN0000654,01/20/2026 18:09:52,USR0002,PC-USR0002-01,Logoff
LGN0000655,01/20/2026 09:55:59,USR0003,PC-USR0003-01,Logon
LGN0000656,01/20/2026 17:05:13,USR0003,PC-USR0003-01,Logoff
LGN0000657,01/20/2026 08:35:41,USR0004,PC-USR0004-01,Logon
LGN0000658,01/20/2026 17:13:57,USR0004,PC-USR0004-01,Logoff
LGN0000659,01/20/2026 09:22:45,USR0005,PC-USR0005-01,Logon
LGN0000660,01/20/2026 17:26:58,USR0005,PC-USR0005-01,Logoff
LGN0000661,01/20/2026 08:23:41,USR0006,PC-USR0006-01,Logon
LGN0000662,01/20/2026 18:16:01,USR0006,PC-USR0006-01,Logoff
LGN0000663,01/20/2026 09:35:21,USR0007,PC-USR0007-01,Logon
LGN0000664,01/20/2026 17:05:04,USR0007,PC-USR0007-01,Logoff
LGN0000665,01/20/2026 08:35:29,USR0008,PC-USR0008-01,Logon
LGN0000666,01/20/2026 18:11:21,USR0008,PC-USR0008-01,Logoff
LGN0000667,01/20/2026 08:50:12,USR0009,PC-USR0009-01,Logon
LGN0000668,01/20/2026 17:04:38,USR0009,PC-USR0009-01,Logoff
LGN0000669,01/20/2026 08:31:27,USR0010,PC-USR0010-01,Logon
LGN0000670,01/20/2026 17:21:04,USR0010,PC-USR0010-01,Logoff
LGN0000671,01/20/2026 09:26:06,USR0011,PC-USR0011-01,Logon
LGN0000672,01/20/2026 17:10:49,USR0011,PC-USR0011-01,Logoff
LGN0000673,01/20/2026 08:28:09,USR0012,PC-USR0012-01,Logon
LGN0000674,01/20/2026 18:26:59,USR0012,PC-USR0012-01,Logoff
LGN0000675,01/20/2026 09:19:58,USR0013,PC-USR0013-01,Logon
LGN0000676,01/20/2026 17:16:16,USR0013,PC-USR0013-01,Logoff
LGN0000677,01/20/2026 08:48:44,USR0014,PC-USR0014-01,Logon
LGN0000678,01/20/2026 17:10:49,USR0014,PC-USR0014-01,Logoff
LGN0000679,01/20/2026 08:24:33,USR0015,PC-USR0015-01,Logon
LGN0000680,01/20/2026 17:19:19,USR0015,PC-USR0015-01,Logoff
LGN0000681,01/20/2026 09:33:55,USR0016,PC-USR0016-01,Logon
LGN0000682,01/20/2026 18:29:33,USR0016,PC-USR0016-01,Logoff
LGN0000683,01/20/2026 09:19:05,USR0017,PC-USR0017-01,Logon
LGN0000684,01/20/2026 18:20:53,USR0017,PC-USR0017-01,Logoff
LGN0000685,01/20/2026 08:32:54,USR0018,PC-USR0018-01,Logon
LGN0000686,01/20/2026 17:04:44,USR0018,PC-USR0018-01,Logoff
LGN0000687,01/20/2026 08:38:44,USR0019,PC-USR0019-01,Logon
LGN0000688,01/20/2026 18:10:43,USR0019,PC-USR0019-01,Logoff
LGN0000689,01/20/2026 09:16:21,USR0020,PC-USR0020-01,Logon
LGN0000690,01/20/2026 18:13:34,USR0020,PC-USR0020-01,Logoff
LGN0000691,01/20/2026 09:44:04,USR0021,PC-USR0021-01,Logon
LGN0000692,01/20/2026 18:13:21,USR0021,PC-USR0021-01,Logoff
LGN0000693,01/20/2026 08:40:20,USR0022,PC-USR0022-01,Logon
LGN0000694,01/20/2026 17:01:01,USR0022,PC-USR0022-01,Logoff
LGN0000695,01/20/2026 08:29:52,USR0023,PC-USR0023-01,Logon
LGN0000696,01/20/2026 18:23:09,USR0023,PC-USR0023-01,Logoff
LGN0000697,01/20/2026 08:31:20,USR0024,PC-USR0024-01,Logon
LGN0000698,01/20/2026 17:10:54,USR0024,PC-USR0024-01,Logoff
LGN0000699,01/20/2026 08:53:09,USR0025,PC-USR0025-01,Logon
LGN0000700,01/20/2026 18:01:24,USR0025,PC-USR0025-01,Logoff
LGN0000701,01/21/2026 09:27:11,AAE0190,PC-AAE0190-01,Logon
LGN0000702,01/21/2026 17:16:33,AAE0190,PC-AAE0190-01,Logoff
LGN0000703,01/21/2026 22:43:17,AAE0190,PC-AAE0190-01,Logon
LGN0000704,01/21/2026 08:26:59,USR0002,PC-USR0002-01,Logon
LGN0000705,01/21/2026 18:27:46,USR0002,PC-USR0002-01,Logoff
LGN0000706,01/21/2026 09:30:25,USR0003,PC-USR0003-01,Logon
