id,date,user,pc,filename,activity,content
FIL0001739,01/08/2026 13:07:22,USR0017,PC-USR0017-01,C:\Documents\work_doc_13.docx,File Open,Sample content
FIL0001740,01/08/2026 14:35:52,USR0017,PC-USR0017-01,C:\Documents\work_doc_47.docx,File Open,Sample content
FIL0001741,01/08/2026 12:13:45,USR0017,PC-USR0017-01,C:\Documents\work_doc_34.docx,File Open,Sample content
FIL0001742,01/08/2026 16:32:41,USR0017,PC-USR0017-01,C:\Documents\work_doc_38.docx,File Open,Sample content
FIL0001743,01/08/2026 15:53:27,USR0018,PC-USR0018-01,C:\Documents\work_doc_18.docx,File Open,Sample content
FIL0001744,01/08/2026 10:56:05,USR0018,PC-USR0018-01,C:\Documents\work_doc_3.docx,File Open,Sample content
FIL0001745,01/08/2026 14:04:49,USR0018,PC-USR0018-01,C:\Documents\work_doc_11.docx,File Open,Sample content
FIL0001746,01/08/2026 11:44:56,USR0018,PC-USR0018-01,C:\Documents\work_doc_30.docx,File Open,Sample content
FIL0001747,01/08/2026 11:52:17,USR0018,PC-USR0018-01,C:\Documents\work_doc_13.docx,File Open,Sample content
FIL0001748,01/08/2026 09:47:27,USR0018,PC-USR0018-01,C:\Documents\work_doc_32.docx,File Open,Sample content
FIL0001749,01/08/2026 16:31:39,USR0018,PC-USR0018-01,C:\Documents\work_doc_34.docx,File Open,Sample content
FIL0001750,01/08/2026 12:42:24,USR0018,PC-USR0018-01,C:\Documents\work_doc_30.docx,File Open,Sample content
FIL0001751,01/08/2026 16:32:04,USR0018,PC-USR0018-01,C:\Documents\work_doc_1.docx,File Open,Sample content
FIL0001752,01/08/2026 16:00:32,USR0018,PC-USR0018-01,C:\Documents\work_doc_45.docx,File Open,Sample content
FIL0001753,01/08/2026 11:16:03,USR0018,PC-USR0018-01,C:\Documents\work_doc_33.docx,File Open,Sample content
FIL0001754,01/08/2026 12:40:22,USR0018,PC-USR0018-01,C:\Documents\work_doc_6.docx,File Open,Sample content
FIL0001755,01/08/2026 12:12:47,USR0018,PC-USR0018-01,C:\Documents\work_doc_49.docx,File Open,Sample content
FIL0001756,01/08/2026 10:22:29,USR0018,PC-USR0018-01,C:\Documents\work_doc_37.docx,File Open,Sample content
FIL0001757,01/08/2026 11:03:35,USR0018,PC-USR0018-01,C:\Documents\work_doc_12.docx,File Open,Sample content
FIL0001758,01/08/2026 12:50:27,USR0018,PC-USR0018-01,C:\Documents\work_doc_25.docx,File Open,Sample content
FIL0001759,01/08/2026 10:53:45,USR0018,PC-USR0018-01,C:\Documents\work_doc_25.docx,File Open,Sample content
FIL0001760,01/08/2026 11:01:05,USR0018,PC-USR0018-01,C:\Documents\work_doc_29.docx,File Open,Sample content
FIL0001761,01/08/2026 15:34:32,USR0019,PC-USR0019-01,C:\Documents\work_doc_26.docx,File Open,Sample content
FIL0001762,01/08/2026 13:55:39,USR0019,PC-USR0019-01,C:\Documents\work_doc_37.docx,File Open,Sample content
FIL0001763,01/08/2026 12:54:12,USR0019,PC-USR0019-01,C:\Documents\work_doc_43.docx,File Open,Sample content
FIL0001764,01/08/2026 16:17:22,USR0019,PC-USR0019-01,C:\Documents\work_doc_13.docx,File Open,Sample content
FIL0001765,01/08/2026 10:34:02,USR0019,PC-USR0019-01,C:\Documents\work_doc_12.docx,File Open,Sample content
FIL0001766,01/08/2026 12:34:18,USR0019,PC-USR0019-01,C:\Documents\work_doc_36.docx,File Open,Sample content
FIL0001767,01/08/2026 16:26:05,USR0019,PC-USR0019-01,C:\Documents\work_doc_41.docx,File Open,Sample content
FIL0001768,01/08/2026 13:19:16,USR0019,PC-USR0019-01,C:\Documents\work_doc_15.docx,File Open,Sample content
FIL0001769,01/08/2026 12:42:43,USR0019,PC-USR0019-01,C:\Documents\work_doc_50.docx,File Open,Sample content
FIL0001770,01/08/2026 16:57:14,USR0019,PC-USR0019-01,C:\Documents\work_doc_25.docx,File Open,Sample content
FIL0001771,01/08/2026 09:39:54,USR0019,PC-USR0019-01,C:\Documents\work_doc_4.docx,File Open,Sample content
FIL0001772,01/08/2026 14:28:21,USR0019,PC-USR0019-01,C:\Documents\work_doc_15.docx,File Open,Sample content
FIL0001773,01/08/2026 16:38:19,USR0019,PC-USR0019-01,C:\Documents\work_doc_29.docx,File Open,Sample content
FIL0001774,01/08/2026 15:48:13,USR0019,PC-USR0019-01,C:\Documents\work_doc_7.docx,File Open,Sample content
FIL0001775,01/08/2026 12:41:16,USR0019,PC-USR0019-01,C:\Documents\work_doc_12.docx,File Open,Sample content
FIL0001776,01/08/2026 13:30:53,USR0020,PC-USR0020-01,C:\Documents\work_doc_49.docx,File Open,Sample content
FIL0001777,01/08/2026 10:04:22,USR0020,PC-USR0020-01,C:\Documents\work_doc_21.docx,File Open,Sample content
FIL0001778,01/08/2026 11:54:11,USR0020,PC-USR0020-01,C:\Documents\work_doc_5.docx,File Open,Sample content
FIL0001779,01/08/2026 10:52:36,USR0020,PC-USR0020-01,C:\Documents\work_doc_22.docx,File Open,Sample content
FIL0001780,01/08/2026 10:28:05,USR0020,PC-USR0020-01,C:\Documents\work_doc_39.docx,File Open,Sample content
FIL0001781,01/08/2026 09:28:52,USR0020,PC-USR0020-01,C:\Documents\work_doc_2.docx,File Open,Sample content
FIL0001782,01/08/2026 15:29:30,USR0020,PC-USR0020-01,C:\Documents\work_doc_42.docx,File Open,Sample content
FIL0001783,01/08/2026 15:42:38,USR0020,PC-USR0020-01,C:\Documents\work_doc_13.docx,File Open,Sample content
FIL0001784,01/08/2026 10:13:06,USR0020,PC-USR0020-01,C:\Documents\work_doc_26.docx,File Open,Sample content
FIL0001785,01/08/2026 13:00:20,USR0021,PC-USR0021-01,C:\Documents\work_doc_4.docx,File Open,Sample content
FIL0001786,01/08/2026 10:35:06,USR0021,PC-USR0021-01,C:\Documents\work_doc_16.docx,File Open,Sample content
FIL0001787,01/08/2026 15:04:31,USR0021,PC-USR0021-01,C:\Documents\work_doc_3.docx,File Open,Sample content
FIL0001788,01/08/2026 09:02:17,USR0021,PC-USR0021-01,C:\Documents\work_doc_33.docx,File Open,Sample content
FIL0001789,01/08/2026 14:19:46,USR0021,PC-USR0021-01,C:\Documents\work_doc_43.docx,File Open,Sample content
FIL0001790,01/08/2026 10:46:54,USR0021,PC-USR0021-01,C:\Documents\work_doc_50.docx,File Open,Sample content
FIL0001791,01/08/2026 11:43:12,USR0021,PC-USR0021-01,C:\Documents\work_doc_43.docx,File Open,Sample content
FIL0001792,01/08/2026 13:32:59,USR0021,PC-USR0021-01,C:\Documents\work_doc_7.docx,File Open,Sample content
FIL0001793,01/08/2026 11:46:23,USR0022,PC-USR0022-01,C:\Documents\work_doc_15.docx,File Open,Sample content
FIL0001794,01/08/2026 09:13:03,USR0022,PC-USR0022-01,C:\Documents\work_doc_9.docx,File Open,Sample content
FIL0001795,01/08/2026 13:54:04,USR0022,PC-USR0022-01,C:\Documents\work_doc_15.docx,File Open,Sample content
FIL0001796,01/08/2026 09:00:07,USR0022,PC-USR0022-01,C:\Documents\work_doc_8.docx,File Open,Sample content
FIL0001797,01/08/2026 12:04:18,USR0022,PC-USR0022-01,C:\Documents\work_doc_28.docx,File Open,Sample content
FIL0001798,01/08/2026 13:53:19,USR0022,PC-USR0022-01,C:\Documents\work_doc_12.docx,File Open,Sample content
FIL0001799,01/08/2026 10:18:15,USR0022,PC-USR0022-01,C:\Documents\work_doc_30.docx,File Open,Sample content
FIL0001800,01/08/2026 16:32:43,USR0022,PC-USR0022-01,C:\Documents\work_doc_44.docx,File Open,Sample content
FIL0001801,01/08/2026 09:54:23,USR0022,PC-USR0022-01,C:\Documents\work_doc_22.docx,File Open,Sample content
FIL0001802,01/08/2026 11:47:08,USR0022,PC-USR0022-01,C:\Documents\work_doc_31.docx,File Open,Sample content
FIL0001803,01/08/2026 16:01:42,USR0022,PC-USR0022-01,C:\Documents\work_doc_9.docx,File Open,Sample content
FIL0001804,01/08/2026 15:03:47,USR0022,PC-USR0022-01,C:\Documents\work_doc_20.docx,File Open,Sample content
FIL0001805,01/08/2026 16:25:39,USR0022,PC-USR0022-01,C:\Documents\work_doc_42.docx,File Open,Sample content
FIL0001806,01/08/2026 16:39:37,USR0022,PC-USR0022-01,C:\Documents\work_doc_48.docx,File Open,Sample content
FIL0001807,01/08/2026 16:44:11,USR0022,PC-USR0022-01,C:\Documents\work_doc_23.docx,File Open,Sample content
FIL0001808,01/08/2026 15:42:37,USR0022,PC-USR0022-01,C:\Documents\work_doc_28.docx,File Open,Sample content
FIL0001809,01/08/2026 13:04:04,USR0022,PC-USR0022-01,C:\Documents\work_doc_14.docx,File Open,Sample content
FIL0001810,01/08/2026 12:17:57,USR0023,PC-USR0023-01,C:\Documents\work_doc_12.docx,File Open,Sample content
FIL0001811,01/08/2026 11:02:31,USR0023,PC-USR0023-01,C:\Documents\work_doc_3.docx,File Open,Sample content
FIL0001812,01/08/2026 13:13:05,USR0023,PC-USR0023-01,C:\Documents\work_doc_44.docx,File Open,Sample content
FIL0001813,01/08/2026 09:59:29,USR0023,PC-USR0023-01,C:\Documents\work_doc_30.docx,File Open,Sample content
FIL0001814,01/08/2026 11:10:09,USR0023,PC-USR0023-01,C:\Documents\work_doc_36.docx,File Open,Sample content
FIL0001815,01/08/2026 16:16:39,USR0023,PC-USR0023-01,C:\Documents\work_doc_39.docx,File Open,Sample content
FIL0001816,01/08/2026 14:58:32,USR0023,PC-USR0023-01,C:\Documents\work_doc_37.docx,File Open,Sample content
FIL0001817,01/08/2026 12:46:25,USR0023,PC-USR0023-01,C:\Documents\work_doc_32.docx,File Open,Sample content
FIL0001818,01/08/2026 13:10:34,USR0023,PC-USR0023-01,C:\Documents\work_doc_47.docx,File Open,Sample content
FIL0001819,01/08/2026 15:02:05,USR0023,PC-USR0023-01,C:\Documents\work_doc_32.docx,File Open,Sample content
FIL0001820,01/08/2026 15:56:44,USR0023,PC-USR0023-01,C:\Documents\work_doc_42.docx,File Open,Sample content
FIL0001821,01/08/2026 16:42:55,USR0023,PC-USR0023-01,C:\Documents\work_doc_34.docx,File Open,Sample content
FIL0001822,01/08/2026 16:13:57,USR0023,PC-USR0023-01,C:\Documents\work_doc_33.docx,File Open,Sample content
FIL0001823,01/08/2026 11:12:24,USR0024,PC-USR0024-01,C:\Documents\work_doc_18.docx,File Open,Sample content
FIL0001824,01/08/2026 13:36:45,USR0024,PC-USR0024-01,C:\Documents\work_doc_37.docx,File Open,Sample content
FIL0001825,01/08/2026 14:43:06,USR0024,PC-USR0024-01,C:\Documents\work_doc_19.docx,File Open,Sample content
FIL0001826,01/08/2026 12:28:42,USR0024,PC-USR0024-01,C:\Documents\work_doc_1.docx,File Open,Sample content
FIL0001827,01/08/2026 13:12:56,USR0024,PC-USR0024-01,C:\Documents\work_doc_44.docx,File Open,Sample content
FIL0001828,01/08/2026 13:09:18,USR0024,PC-USR0024-01,C:\Documents\work_doc_39.docx,File Open,Sample content
FIL0001829,01/08/2026 10:54:26,USR0024,PC-USR0024-01,C:\Documents\work_doc_10.docx,File Open,Sample content
FIL0001830,01/08/2026 15:12:07,USR0024,PC-USR0024-01,C:\Documents\work_doc_32.docx,File Open,Sample content
FIL0001831,01/08/2026 16:30:48,USR0024,PC-USR0024-01,C:\Documents\work_doc_18.docx,File Open,Sample content
FIL0001832,01/08/2026 13:09:11,USR0024,PC-USR0024-01,C:\Documents\work_doc_10.docx,File Open,Sample content
FIL0001833,01/08/2026 14:25:12,USR0025,PC-USR0025-01,C:\Documents\work_doc_27.docx,File Open,Sample content
FIL0001834,01/08/2026 09:13:32,USR0025,PC-USR0025-01,C:\Documents\work_doc_22.docx,File Open,Sample content
FIL0001835,01/08/2026 14:10:32,USR0025,PC-USR0025-01,C:\Documents\work_doc_49.docx,File Open,Sample content
FIL0001836,01/08/2026 11:12:07,USR0025,PC-USR0025-01,C:\Documents\work_doc_14.docx,File Open,Sample content
FIL0001837,01/08/2026 11:39:39,USR0025,PC-USR0025-01,C:\Documents\work_doc_28.docx,File Open,Sample content
FIL0001838,01/08/2026 16:32:13,USR0025,PC-USR0025-01,C:\Documents\work_doc_20.docx,File Open,Sample content
FIL0001839,01/09/2026 16:58:00,AAE0190,PC-AAE0190-01,C:\Documents\work_doc_50.docx,File Open,Sample content
FIL0001840,01/09/2026 11:51:53,AAE0190,PC-AAE0190-01,C:\Documents\work_doc_43.docx,File Open,Sample content
FIL0001841,01/09/2026 14:28:38,AAE0190,PC-AAE0190-01,C:\Documents\work_doc_21.docx,File Open,Sample content
FIL0001842,01/09/2026 12:50:22,AAE0190,PC-AAE0190-01,C:\Documents\work_doc_28.docx,File Open,Sample content
FIL0001843,01/09/2026 13:17:42,AAE0190,PC-AAE0190-01,C:\Documents\work_doc_5.docx,File Open,Sample content
FIL0001844,01/09/2026 10:38:41,AAE0190,PC-AAE0190-01,C:\Documents\work_doc_44.docx,File Open,Sample content
FIL0001845,01/09/2026 12:22:18,AAE0190,PC-AAE0190-01,C:\Documents\work_doc_50.docx,File Open,Sample content
FIL0001846,01/09/2026 16:44:11,AAE0190,PC-AAE0190-01,C:\Documents\work_doc_34.docx,File Open,Sample content
FIL0001847,01/09/2026 15:15:37,AAE0190,PC-AAE0190-01,C:\Documents\work_doc_37.docx,File Open,Sample content
FIL0001848,01/09/2026 15:10:19,AAE0190,PC-AAE0190-01,C:\Documents\work_doc_2.docx,File Open,Sample content
FIL0001849,01/09/2026 11:14:32,AAE0190,PC-AAE0190-01,C:\Documents\work_doc_45.docx,File Open,Sample content
FIL0001850,01/09/2026 13:39:09,AAE0190,PC-AAE0190-01,C:\Documents\work_doc_4.docx,File Open,Sample content
FIL0001851,01/09/2026 12:04:30,AAE0190,PC-AAE0190-01,C:\Documents\work_doc_41.docx,File Open,Sample content
FIL0001852,01/09/2026 14:39:04,AAE0190,PC-AAE0190-01,C:\Documents\work_doc_17.docx,File Open,Sample content
FIL0001853,01/09/2026 14:00:38,AAE0190,PC-AAE0190-01,C:\Documents\work_doc_3.docx,File Open,Sample content
FIL0001854,01/09/2026 09:41:12,AAE0190,PC-AAE0190-01,C:\Documents\work_doc_40.docx,File Open,Sample content
FIL0001855,01/09/2026 14:49:30,AAE0190,PC-AAE0190-01,C:\Documents\work_doc_9.docx,File Open,Sample content
FIL0001856,01/09/2026 15:37:39,USR0002,PC-USR0002-01,C:\Documents\work_doc_9.docx,File Open,Sample content
FIL0001857,01/09/2026 11:26:38,USR0002,PC-USR0002-01,C:\Documents\work_doc_43.docx,File Open,Sample content
FIL0001858,01/09/2026 10:52:23,USR0002,PC-USR0002-01,C:\Documents\work_doc_25.docx,File Open,Sample content
FIL0001859,01/09/2026 13:38:01,USR0002,PC-USR0002-01,C:\Documents\work_doc_28.docx,File Open,Sample content
FIL0001860,01/09/2026 09:54:33,USR0002,PC-USR0002-01,C:\Documents\work_doc_42.docx,File Open,Sample content
FIL0001861,01/09/2026 11:31:27,USR0002,PC-USR0002-01,C:\Documents\work_doc_8.docx,File Open,Sample content
FIL0001862,01/09/2026 15:27:18,USR0003,PC-USR0003-01,C:\Documents\work_doc_47.docx,File Open,Sample content
FIL0001863,01/09/2026 14:42:52,USR0003,PC-USR0003-01,C:\Documents\work_doc_14.docx,File Open,Sample content
FIL0001864,01/09/2026 15:09:53,USR0003,PC-USR0003-01,C:\Documents\work_doc_37.docx,File Open,Sample content
FIL0001865,01/09/2026 11:07:48,USR0003,PC-USR0003-01,C:\Documents\work_doc_45.docx,File Open,Sample content
FIL0001866,01/09/2026 12:56:46,USR0003,PC-USR0003-01,C:\Documents\work_doc_22.docx,File Open,Sample content
FIL0001867,01/09/2026 09:40:54,USR0003,PC-USR0003-01,C:\Documents\work_doc_7.docx,File Open,Sample content
FIL0001868,01/09/2026 10:15:17,USR0003,PC-USR0003-01,C:\Documents\work_doc_17.docx,File Open,Sample content
FIL0001869,01/09/2026 15:34:58,USR0003,PC-USR0003-01,C:\Documents\work_doc_45.docx,File Open,Sample content
FIL0001870,01/09/2026 14:01:37,USR0003,PC-USR0003-01,C:\Documents\work_doc_9.docx,File Open,Sample content
FIL0001871,01/09/2026 10:53:52,USR0003,PC-USR0003-01,C:\Documents\work_doc_34.docx,File Open,Sample content
FIL0001872,01/09/2026 13:32:37,USR0003,PC-USR0003-01,C:\Documents\work_doc_38.docx,File Open,Sample content
FIL0001873,01/09/2026 13:22:17,USR0003,PC-USR0003-01,C:\Documents\work_doc_43.docx,File Open,Sample content
FIL0001874,01/09/2026 13:47:38,USR0003,PC-USR0003-01,C:\Documents\work_doc_29.docx,File Open,Sample content
FIL0001875,01/09/2026 11:22:18,USR0003,PC-USR0003-01,C:\Documents\work_doc_30.docx,File Open,Sample content
FIL0001876,01/09/2026 11:42:57,USR0003,PC-USR0003-01,C:\Documents\work_doc_49.docx,File Open,Sample content
FIL0001877,01/09/2026 09:18:31,USR0003,PC-USR0003-01,C:\Documents\work_doc_17.docx,File Open,Sample content
FIL0001878,01/09/2026 13:08:43,USR0003,PC-USR0003-01,C:\Documents\work_doc_7.docx,File Open,Sample content
FIL0001879,01/09/2026 16:53:23,USR0003,PC-USR0003-01,C:\Documents\work_doc_27.docx,File Open,Sample content
FIL0001880,01/09/2026 12:36:16,USR0003,PC-USR0003-01,C:\Documents\work_doc_38.docx,File Open,Sample content
FIL0001881,01/09/2026 10:58:57,USR0004,PC-USR0004-01,C:\Documents\work_doc_11.docx,File Open,Sample content
FIL0001882,01/09/2026 14:31:39,USR0004,PC-USR0004-01,C:\Documents\work_doc_35.docx,File Open,Sample content
FIL0001883,01/09/2026 15:59:38,USR0004,PC-USR0004-01,C:\Documents\work_doc_5.docx,File Open,Sample content
FIL0001884,01/09/2026 09:09:19,USR0004,PC-USR0004-01,C:\Documents\work_doc_8.docx,File Open,Sample content
FIL0001885,01/09/2026 11:30:48,USR0004,PC-USR0004-01,C:\Documents\work_doc_11.docx,File Open,Sample content
FIL0001886,01/09/2026 13:18:41,USR0004,PC-USR0004-01,C:\Documents\work_doc_40.docx,File Open,Sample content
FIL0001887,01/09/2026 14:11:02,USR0004,PC-USR0004-01,C:\Documents\work_doc_29.docx,File Open,Sample content
FIL0001888,01/09/2026 15:36:37,USR0004,PC-USR0004-01,C:\Documents\work_doc_41.docx,File Open,Sample content
FIL0001889,01/09/2026 10:22:09,USR0004,PC-USR0004-01,C:\Documents\work_doc_35.docx,File Open,Sample content
FIL0001890,01/09/2026 15:30:04,USR0005,PC-USR0005-01,C:\Documents\work_doc_42.docx,File Open,Sample content
FIL0001891,01/09/2026 11:29:21,USR0005,PC-USR0005-01,C:\Documents\work_doc_11.docx,File Open,Sample content
FIL0001892,01/09/2026 12:28:57,USR0005,PC-USR0005-01,C:\Documents\work_doc_7.docx,File Open,Sample content
FIL0001893,01/09/2026 09:56:00,USR0005,PC-USR0005-01,C:\Documents\work_doc_47.docx,File Open,Sample content
FIL0001894,01/09/2026 11:46:50,USR0005,PC-USR0005-01,C:\Documents\work_doc_40.docx,File Open,Sample content
FIL0001895,01/09/2026 14:55:39,USR0005,PC-USR0005-01,C:\Documents\work_doc_42.docx,File Open,Sample content
FIL0001896,01/09/2026 15:12:20,USR0005,PC-USR0005-01,C:\Documents\work_doc_5.docx,File Open,Sample content
FIL0001897,01/09/2026 16:22:28,USR0005,PC-USR0005-01,C:\Documents\work_doc_4.docx,File Open,Sample content
FIL0001898,01/09/2026 14:13:52,USR0005,PC-USR0005-01,C:\Documents\work_doc_12.docx,File Open,Sample content
FIL0001899,01/09/2026 09:36:45,USR0005,PC-USR0005-01,C:\Documents\work_doc_16.docx,File Open,Sample content
FIL0001900,01/09/2026 15:04:14,USR0005,PC-USR0005-01,C:\Documents\work_doc_44.docx,File Open,Sample content
FIL0001901,01/09/2026 09:04:18,USR0005,PC-USR0005-01,C:\Documents\work_doc_20.docx,File Open,Sample content
FIL0001902,01/09/2026 15:17:50,USR0005,PC-USR0005-01,C:\Documents\work_doc_7.docx,File Open,Sample content
FIL0001903,01/09/2026 16:10:45,USR0005,PC-USR0005-01,C:\Documents\work_doc_37.docx,File Open,Sample content
FIL0001904,01/09/2026 13:14:24,USR0006,PC-USR0006-01,C:\Documents\work_doc_27.docx,File Open,Sample content
FIL0001905,01/09/2026 14:48:54,USR0006,PC-USR0006-01,C:\Documents\work_doc_37.docx,File Open,Sample content
FIL0001906,01/09/2026 13:22:57,USR0006,PC-USR0006-01,C:\Documents\work_doc_13.docx,File Open,Sample content
FIL0001907,01/09/2026 11:13:08,USR0006,PC-USR0006-01,C:\Documents\work_doc_16.docx,File Open,Sample content
FIL0001908,01/09/2026 13:50:21,USR0006,PC-USR0006-01,C:\Documents\work_doc_47.docx,File Open,Sample content
FIL0001909,01/09/2026 12:13:22,USR0006,PC-USR0006-01,C:\Documents\work_doc_25.docx,File Open,Sample content
FIL0001910,01/09/2026 15:32:51,USR0006,PC-USR0006-01,C:\Documents\work_doc_11.docx,File Open,Sample content
FIL0001911,01/09/2026 11:49:48,USR0006,PC-USR0006-01,C:\Documents\work_doc_34.docx,File Open,Sample content
FIL0001912,01/09/2026 15:27:02,USR0007,PC-USR0007-01,C:\Documents\work_doc_25.docx,File Open,Sample content
FIL0001913,01/09/2026 14:01:32,USR0007,PC-USR0007-01,C:\Documents\work_doc_24.docx,File Open,Sample content
FIL0001914,01/09/2026 11:27:05,USR0007,PC-USR0007-01,C:\Documents\work_doc_4.docx,File Open,Sample content
FIL0001915,01/09/2026 15:32:39,USR0007,PC-USR0007-01,C:\Documents\work_doc_27.docx,File Open,Sample content
FIL0001916,01/09/2026 14:22:55,USR0007,PC-USR0007-01,C:\Documents\work_doc_48.docx,File Open,Sample content
FIL0001917,01/09/2026 12:08:24,USR0007,PC-USR0007-01,C:\Documents\work_doc_49.docx,File Open,Sample content
FIL0001918,01/09/2026 13:31:17,USR0007,PC-USR0007-01,C:\Documents\work_doc_7.docx,File Open,Sample content
FIL0001919,01/09/2026 13:04:11,USR0007,PC-USR0007-01,C:\Documents\work_doc_44.docx,File Open,Sample content
FIL0001920,01/09/2026 13:00:43,USR0007,PC-USR0007-01,C:\Documents\work_doc_49.docx,File Open,Sample content
FIL0001921,01/09/2026 13:12:36,USR0007,PC-USR0007-01,C:\Documents\work_doc_28.docx,File Open,Sample content
FIL0001922,01/09/2026 13:32:54,USR0007,PC-USR0007-01,C:\Documents\work_doc_14.docx,File Open,Sample content
FIL0001923,01/09/2026 14:37:50,USR0007,PC-USR0007-01,C:\Documents\work_doc_50.docx,File Open,Sample content
FIL0001924,01/09/2026 15:03:00,USR0007,PC-USR0007-01,C:\Documents\work_doc_1.docx,File Open,Sample content
FIL0001925,01/09/2026 10:35:42,USR0007,PC-USR0007-01,C:\Documents\work_doc_44.docx,File Open,Sample content
FIL0001926,01/09/2026 11:00:57,USR0007,PC-USR0007-01,C:\Documents\work_doc_33.docx,File Open,Sample content
FIL0001927,01/09/2026 16:06:24,USR0007,PC-USR0007-01,C:\Documents\work_doc_41.docx,File Open,Sample content
FIL0001928,01/09/2026 12:33:56,USR0007,PC-USR0007-01,C:\Documents\work_doc_36.docx,File Open,Sample content
FIL0001929,01/09/2026 09:27:25,USR0008,PC-USR0008-01,C:\Documents\work_doc_26.docx,File Open,Sample content
FIL0001930,01/09/2026 13:57:27,USR0008,PC-USR0008-01,C:\Documents\work_doc_45.docx,File Open,Sample content
FIL0001931,01/09/2026 14:06:53,USR0008,PC-USR0008-01,C:\Documents\work_doc_33.docx,File Open,Sample content
FIL0001932,01/09/2026 13:30:32,USR0008,PC-USR0008-01,C:\Documents\work_doc_33.docx,File Open,Sample content
FIL0001933,01/09/2026 16:45:57,USR0008,PC-USR0008-01,C:\Documents\work_doc_42.docx,File Open,Sample content
FIL0001934,01/09/2026 16:33:35,USR0008,PC-USR0008-01,C:\Documents\work_doc_33.docx,File Open,Sample content
FIL0001935,01/09/2026 13:22:54,USR0008,PC-USR0008-01,C:\Documents\work_doc_33.docx,File Open,Sample content
FIL0001936,01/09/2026 12:02:23,USR0009,PC-USR0009-01,C:\Documents\work_doc_14.docx,File Open,Sample content
FIL0001937,01/09/2026 16:17:02,USR0009,PC-USR0009-01,C:\Documents\work_doc_43.docx,File Open,Sample content
FIL0001938,01/09/2026 15:10:16,USR0009,PC-USR0009-01,C:\Documents\work_doc_9.docx,File Open,Sample content
FIL0001939,01/09/2026 15:07:03,USR0009,PC-USR0009-01,C:\Documents\work_doc_46.docx,File Open,Sample content
FIL0001940,01/09/2026 12:15:09,USR0009,PC-USR0009-01,C:\Documents\work_doc_18.docx,File Open,Sample content
FIL0001941,01/09/2026 16:31:12,USR0009,PC-USR0009-01,C:\Documents\work_doc_25.docx,File Open,Sample content
FIL0001942,01/09/2026 14:06:33,USR0009,PC-USR0009-01,C:\Documents\work_doc_35.docx,File Open,Sample content
FIL0001943,01/09/2026 13:49:38,USR0009,PC-USR0009-01,C:\Documents\work_doc_8.docx,File Open,Sample content
FIL0001944,01/09/2026 15:48:25,USR0009,PC-USR0009-01,C:\Documents\work_doc_6.docx,File Open,Sample content
FIL0001945,01/09/2026 12:09:37,USR0009,PC-USR0009-01,C:\Documents\work_doc_20.docx,File Open,Sample content
FIL0001946,01/09/2026 09:25:15,USR0009,PC-USR0009-01,C:\Documents\work_doc_24.docx,File Open,Sample content
FIL0001947,01/09/2026 16:11:16,USR0009,PC-USR0009-01,C:\Documents\work_doc_30.docx,File Open,Sample content
FIL0001948,01/09/2026 12:54:50,USR0010,PC-USR0010-01,C:\Documents\work_doc_16.docx,File Open,Sample content
FIL0001949,01/09/2026 09:39:57,USR0010,PC-USR0010-01,C:\Documents\work_doc_35.docx,File Open,Sample content
FIL0001950,01/09/2026 12:06:16,USR0010,PC-USR0010-01,C:\Documents\work_doc_24.docx,File Open,Sample content
FIL0001951,01/09/2026 11:15:31,USR0010,PC-USR0010-01,C:\Documents\work_doc_35.docx,File Open,Sample content
FIL0001952,01/09/2026 09:13:19,USR0010,PC-USR0010-01,C:\Documents\work_doc_25.docx,File Open,Sample content
FIL0001953,01/09/2026 12:51:12,USR0010,PC-USR0010-01,C:\Documents\work_doc_48.docx,File Open,Sample content
FIL0001954,01/09/2026 11:32:28,USR0010,PC-USR0010-01,C:\Documents\work_doc_17.docx,File Open,Sample content
FIL0001955,01/09/2026 11:51:23,USR0010,PC-USR0010-01,C:\Documents\work_doc_27.docx,File Open,Sample content
FIL0001956,01/09/2026 10:53:32,USR0011,PC-USR0011-01,C:\Documents\work_doc_31.docx,File Open,Sample content
FIL0001957,01/09/2026 12:13:03,USR0011,PC-USR0011-01,C:\Documents\work_doc_2.docx,File Open,Sample content
FIL0001958,01/09/2026 11:31:40,USR0011,PC-USR0011-01,C:\Documents\work_doc_25.docx,File Open,Sample content
FIL0001959,01/09/2026 12:45:08,USR0011,PC-USR0011-01,C:\Documents\work_doc_30.docx,File Open,Sample content
FIL0001960,01/09/2026 11:10:13,USR0011,PC-USR0011-01,C:\Documents\work_doc_32.docx,File Open,Sample content
FIL0001961,01/09/2026 12:53:27,USR0011,PC-USR0011-01,C:\Documents\work_doc_40.docx,File Open,Sample content
FIL0001962,01/09/2026 13:35:52,USR0012,PC-USR0012-01,C:\Documents\work_doc_44.docx,File Open,Sample content
FIL0001963,01/09/2026 16:17:24,USR0012,PC-USR0012-01,C:\Documents\work_doc_8.docx,File Open,Sample content
FIL0001964,01/09/2026 11:15:42,USR0012,PC-USR0012-01,C:\Documents\work_doc_6.docx,File Open,Sample content
FIL0001965,01/09/2026 09:02:09,USR0012,PC-USR0012-01,C:\Documents\work_doc_19.docx,File Open,Sample content
FIL0001966,01/09/2026 10:23:21,USR0012,PC-USR0012-01,C:\Documents\work_doc_8.docx,File Open,Sample content
